H_estimate,H_error,mu,sigma,T
-0.440753,0.00299821,0.763136,0.614357,0.00329297
-0.438433,0.0033143,0.763136,0.614357,0.00329297
-0.442372,0.00269752,0.763136,0.614357,0.00329297
-0.436924,0.00314284,0.763136,0.614357,0.00329297
-0.443073,0.00314432,0.763136,0.614357,0.00329297
-0.437876,0.00307907,0.763136,0.614357,0.00329297
-0.438941,0.00319658,0.773289,0.64265,0.00329297
-0.439847,0.00344036,0.777468,0.638311,0.00329297
-0.43867,0.00405439,0.779595,0.636345,0.00329297
-0.440654,0.00353101,0.776391,0.649155,0.00329297
-0.433922,0.00356894,0.763843,0.645028,0.00329297
-0.432569,0.00468353,0.763843,0.645028,0.00329297
-0.433529,0.00325404,0.751635,0.639254,0.00329297
-0.436862,0.00347507,0.754256,0.635113,0.00329297
-0.438688,0.00299418,0.759668,0.620062,0.00329297
-0.432109,0.00346702,0.753117,0.617489,0.00329297
-0.436052,0.00356228,0.767353,0.607477,0.00329297
-0.445042,0.00296543,0.770308,0.611204,0.00329297
-0.438909,0.00313188,0.762804,0.604304,0.00329297
-0.439905,0.00316686,0.766038,0.615128,0.00329297
-0.448146,0.00308847,0.772883,0.62087,0.00329297
-0.443355,0.0030059,0.756729,0.60976,0.00329297
-0.444202,0.00285293,0.756189,0.616268,0.00329297
-0.435542,0.00302259,0.750673,0.624997,0.00329297
-0.442084,0.00298354,0.750673,0.624997,0.00329297
-0.440719,0.00287698,0.758,0.630077,0.00329297
-0.443184,0.00308572,0.767198,0.618581,0.00329297
-0.442379,0.00306538,0.767198,0.618581,0.00329297
-0.438938,0.00337892,0.7669,0.612021,0.00329297
-0.437954,0.00297114,0.762719,0.605687,0.00329297
-0.433405,0.00316537,0.760668,0.601163,0.00329297
-0.42833,0.00364354,0.754445,0.585282,0.00329297
-0.422785,0.00327256,0.752447,0.593562,0.00329297
-0.433442,0.00390654,0.766735,0.579499,0.00329297
-0.419069,0.00438764,0.756019,0.574078,0.00329297
-0.425555,0.00402677,0.758091,0.577795,0.00329297
-0.42568,0.0040919,0.750328,0.579113,0.00329297
-0.420438,0.0037281,0.750328,0.579113,0.00329297
-0.42611,0.00396479,0.750328,0.579113,0.00329297
-0.427381,0.00388722,0.750328,0.579113,0.00329297
-0.420399,0.00421056,0.743094,0.58926,0.00329297
-0.430604,0.00374842,0.742942,0.584226,0.00325509
-0.433417,0.00336758,0.751947,0.59263,0.00325509
-0.436037,0.00315956,0.753396,0.602482,0.00325509
-0.429854,0.00329498,0.745052,0.605337,0.00325509
-0.432907,0.00333692,0.736445,0.601376,0.00325509
-0.42696,0.00377001,0.738775,0.608103,0.00325509
-0.431471,0.00334875,0.738775,0.608103,0.00325509
-0.433868,0.0034323,0.738775,0.608103,0.00325509
-0.43104,0.00313883,0.737384,0.605181,0.00325509
-0.423031,0.00376868,0.728177,0.596054,0.00325509
-0.417859,0.00345279,0.726939,0.592338,0.00325509
-0.426906,0.00413545,0.726939,0.592338,0.00325509
-0.423992,0.00338587,0.719904,0.597464,0.00325509
-0.42052,0.0034234,0.719904,0.597464,0.00325509
-0.424046,0.00346324,0.719904,0.597464,0.00325509
-0.420452,0.00337852,0.721673,0.599974,0.00325509
-0.422755,0.00351709,0.726022,0.605373,0.00325509
-0.420428,0.00319699,0.727159,0.603118,0.00325509
-0.426523,0.00318427,0.725252,0.61371,0.00325509
-0.421516,0.00342145,0.725252,0.61371,0.00325509
-0.424579,0.00311721,0.718722,0.612778,0.00325509
-0.422763,0.0033773,0.718722,0.612778,0.00325509
-0.419794,0.0033618,0.72444,0.614073,0.00325509
-0.427678,0.00331179,0.72809,0.60483,0.00325509
-0.421489,0.0034059,0.721983,0.617251,0.00325509
-0.425358,0.00318085,0.721983,0.617251,0.00325509
-0.419041,0.00338107,0.717038,0.619834,0.00325509
-0.430373,0.00319063,0.724457,0.621664,0.00325509
-0.42617,0.00329405,0.724457,0.621664,0.00325509
-0.421345,0.00342928,0.725951,0.629388,0.00325509
-0.426363,0.00323133,0.725951,0.629388,0.00325509
-0.42854,0.00351744,0.725951,0.629388,0.00325509
-0.426296,0.00317012,0.732476,0.62613,0.00325509
-0.432141,0.0031285,0.732476,0.62613,0.00325509
-0.428391,0.00340652,0.738261,0.630845,0.00325509
-0.432062,0.00367858,0.747181,0.637665,0.00325509
-0.431167,0.00305257,0.74232,0.630609,0.00325509
-0.437303,0.00331356,0.745079,0.635879,0.00325509
-0.437071,0.00318561,0.749909,0.637476,0.00325509
-0.427533,0.00356428,0.729758,0.647712,0.00325509
-0.426029,0.00398345,0.729728,0.655194,0.00325509
-0.428476,0.00411657,0.73445,0.656834,0.00325509
-0.428986,0.00447531,0.745779,0.66065,0.00325509
-0.42708,0.00401882,0.745779,0.66065,0.00325509
-0.422568,0.00501723,0.741714,0.65576,0.00325509
-0.430112,0.00346686,0.738531,0.660467,0.00325509
-0.421535,0.00391235,0.731805,0.665886,0.00325509
-0.423228,0.00406943,0.731862,0.661914,0.00325509
-0.424185,0.00467346,0.731862,0.661914,0.00325509
-0.418122,0.00422001,0.731862,0.661914,0.00325509
-0.415877,0.00461465,0.731862,0.661914,0.00325509
-0.423124,0.0037314,0.73109,0.664062,0.00325509
-0.42351,0.00388315,0.730173,0.663124,0.00325509
-0.418828,0.0044391,0.739602,0.670352,0.00325509
-0.420056,0.00439635,0.739602,0.670352,0.00325509
-0.422773,0.00453741,0.74501,0.658239,0.00325509
-0.428532,0.00416397,0.751418,0.656053,0.00325509
-0.432277,0.00330539,0.751418,0.656053,0.00325509
-0.426388,0.00461306,0.743277,0.660858,0.00325509
-0.426957,0.0040325,0.743277,0.660858,0.00325509
-0.421029,0.00450217,0.748338,0.663403,0.00325509
-0.429012,0.00380536,0.748338,0.663403,0.00325509
-0.429248,0.00335373,0.740116,0.666457,0.00325509
-0.428598,0.0038417,0.73874,0.669092,0.00325509
-0.423536,0.00397186,0.730516,0.670918,0.00325509
-0.42028,0.00364428,0.730516,0.670918,0.00325509
-0.412742,0.00431998,0.724522,0.675736,0.00325509
-0.414668,0.00410389,0.72212,0.675594,0.00325509
-0.406985,0.00499371,0.716373,0.681225,0.00325509
-0.404948,0.00404166,0.709775,0.685848,0.00325509
-0.404235,0.00440748,0.713767,0.683553,0.00325509
-0.411302,0.00540843,0.720542,0.679784,0.00325509
-0.416736,0.00365115,0.719176,0.668264,0.00325509
-0.417234,0.00373662,0.719176,0.668264,0.00325509
-0.413187,0.00374907,0.721943,0.670342,0.00325509
-0.411209,0.00444273,0.717373,0.665101,0.00325509
-0.407858,0.00479383,0.720561,0.662236,0.00325509
-0.409321,0.00485506,0.729438,0.667378,0.00325509
-0.41374,0.00499095,0.730527,0.675193,0.00325509
-0.412643,0.00496262,0.730527,0.675193,0.00325509
-0.410413,0.00446214,0.730527,0.675193,0.00325509
-0.416647,0.00402953,0.730527,0.675193,0.00325509
-0.418705,0.00409055,0.730319,0.678798,0.00325509
-0.412313,0.00491257,0.737112,0.681087,0.00325509
-0.418848,0.00396528,0.731148,0.686322,0.00325509
-0.411521,0.0045979,0.731148,0.686322,0.00325509
-0.414811,0.00410342,0.722186,0.666708,0.00325509
-0.415782,0.0040195,0.721491,0.666379,0.00325509
-0.416658,0.00390895,0.721491,0.666379,0.00325509
-0.410375,0.00460693,0.72176,0.670972,0.00325509
-0.422404,0.00352387,0.736034,0.662819,0.00325509
-0.422832,0.00423892,0.739516,0.669082,0.00325509
-0.420577,0.00425337,0.745439,0.679804,0.00325509
-0.413203,0.00500003,0.741642,0.667346,0.00325509
-0.426665,0.00421107,0.745375,0.660611,0.00325509
-0.428216,0.00390897,0.747702,0.655005,0.00325509
-0.436349,0.00341251,0.757361,0.652351,0.00325509
-0.430104,0.00427947,0.758363,0.659141,0.00325509
-0.426644,0.00442569,0.752487,0.654274,0.00325509
-0.431217,0.00395157,0.754161,0.664068,0.00325509
-0.430303,0.00387227,0.754161,0.664068,0.00321764
-0.439716,0.00337062,0.760671,0.658406,0.00321764
-0.437554,0.00349333,0.760671,0.658406,0.00321764
-0.42954,0.0046902,0.766196,0.65651,0.00321764
-0.441594,0.00317404,0.776993,0.648762,0.00321764
-0.434909,0.00486099,0.776993,0.648762,0.00321764
-0.437973,0.00393597,0.777223,0.643578,0.00321764
-0.441841,0.00342104,0.777064,0.637761,0.00321764
-0.44385,0.00317748,0.77022,0.627757,0.00321764
-0.447066,0.00303638,0.769335,0.617122,0.00321764
-0.441575,0.00336955,0.777117,0.632074,0.00321764
-0.437198,0.00372321,0.783112,0.632262,0.00321764
-0.434505,0.00434346,0.781105,0.636797,0.00321764
-0.440038,0.00387485,0.781105,0.636797,0.00321764
-0.448616,0.00333962,0.787352,0.635396,0.00321764
-0.442547,0.00354014,0.791985,0.633909,0.00321764
-0.439373,0.00330453,0.789064,0.63228,0.00321764
-0.443887,0.00400018,0.789064,0.63228,0.00321764
-0.450404,0.00349971,0.789064,0.63228,0.00321764
-0.448404,0.00346603,0.785566,0.631275,0.00321764
-0.441826,0.00277476,0.777503,0.614832,0.00321764
-0.445849,0.00352874,0.784836,0.619109,0.00321764
-0.447195,0.00300859,0.784836,0.619109,0.00321764
-0.449194,0.00340535,0.784836,0.619109,0.00321764
-0.445788,0.00324254,0.777599,0.613785,0.00321764
-0.445941,0.00310992,0.777599,0.613785,0.00321764
-0.44065,0.00346747,0.778308,0.617189,0.00321764
-0.445072,0.00362919,0.777493,0.623686,0.00321764
-0.439397,0.00437097,0.779553,0.620407,0.00321764
-0.444541,0.00393651,0.783252,0.631448,0.00321764
-0.442941,0.00372328,0.780459,0.632095,0.00321764
-0.440023,0.00376978,0.780459,0.632095,0.00321764
-0.440753,0.00363201,0.780459,0.632095,0.00321764
-0.44033,0.00300164,0.783089,0.626486,0.00321764
-0.445535,0.00361876,0.783089,0.626486,0.00321764
-0.446791,0.00327684,0.784858,0.631608,0.00321764
-0.438233,0.00449581,0.790707,0.630542,0.00321764
-0.444536,0.00446581,0.790707,0.630542,0.00321764
-0.438296,0.00347748,0.785533,0.63197,0.00321764
-0.446408,0.00317865,0.780811,0.623883,0.00321764
-0.439269,0.00313307,0.784545,0.612018,0.00321764
-0.443017,0.00403585,0.784687,0.632609,0.00321764
-0.442334,0.00308868,0.778353,0.632624,0.00321764
-0.438638,0.00397493,0.790867,0.627774,0.00321764
-0.448821,0.00276665,0.782118,0.615623,0.00321764
-0.447704,0.00341116,0.785416,0.607721,0.00321764
-0.446843,0.00304447,0.785416,0.607721,0.00321764
-0.444055,0.00337785,0.786704,0.599454,0.00321764
-0.442633,0.00330837,0.786704,0.599454,0.00321764
-0.444743,0.0030389,0.786704,0.599454,0.00321764
-0.439125,0.00340475,0.788073,0.592951,0.00321764
-0.443185,0.00341662,0.78736,0.599678,0.00321764
-0.440829,0.00348955,0.794421,0.589824,0.00321764
-0.440458,0.00331811,0.794421,0.589824,0.00321764
-0.444169,0.00324921,0.788903,0.594984,0.00321764
-0.436928,0.00340876,0.788903,0.594984,0.00321764
-0.443415,0.00324264,0.788903,0.594984,0.00321764
-0.443362,0.00327093,0.791426,0.597405,0.00321764
-0.450336,0.00328921,0.797808,0.608245,0.00321764
-0.446313,0.00335378,0.796272,0.608162,0.00321764
-0.446833,0.0036374,0.799386,0.610081,0.00321764
-0.441104,0.00733318,0.799386,0.610081,0.00321764
-0.451759,0.00325402,0.804242,0.612674,0.00321764
-0.444569,0.00351449,0.814624,0.61637,0.00321764
-0.442856,0.00370665,0.814624,0.61637,0.00321764
-0.447422,0.00323144,0.814624,0.61637,0.00321764
-0.446655,0.0033702,0.814624,0.61637,0.00321764
-0.447663,0.00352704,0.808531,0.611906,0.00321764
-0.44207,0.00357078,0.807364,0.622882,0.00321764
-0.4431,0.00364224,0.803073,0.631628,0.00321764
-0.44617,0.00335285,0.801315,0.63235,0.00321764
-0.444753,0.00395711,0.802616,0.641584,0.00321764
-0.440722,0.00392925,0.791698,0.637446,0.00321764
-0.445006,0.00342893,0.801297,0.646302,0.00321764
-0.436738,0.00439465,0.801297,0.646302,0.00321764
-0.442251,0.00426553,0.800625,0.647793,0.00321764
-0.444745,0.0033895,0.803614,0.634768,0.00321764
-0.44363,0.00352362,0.812308,0.631922,0.00321764
-0.441125,0.00390182,0.813802,0.626645,0.00321764
-0.44281,0.00354822,0.813802,0.626645,0.00321764
-0.450099,0.0032866,0.813802,0.626645,0.00321764
-0.443538,0.00357815,0.813802,0.626645,0.00321764
-0.446548,0.00350252,0.813802,0.626645,0.00321764
-0.445902,0.00363929,0.819633,0.625546,0.00321764
-0.440898,0.0042441,0.825033,0.628038,0.00321764
-0.442602,0.00393936,0.825033,0.628038,0.00321764
-0.440153,0.00435131,0.819535,0.63188,0.00321764
-0.446536,0.00332472,0.807869,0.624023,0.00321764
-0.44616,0.00393918,0.819071,0.618934,0.00321764
-0.451924,0.00312714,0.812241,0.625441,0.00321764
-0.440061,0.00347864,0.802139,0.619282,0.00321764
-0.440821,0.00399276,0.807372,0.610996,0.00321764
-0.442321,0.00326473,0.795383,0.607778,0.00321764
-0.444909,0.00346868,0.785262,0.622312,0.00321764
-0.442754,0.00412032,0.803671,0.628891,0.00321764
-0.444777,0.00324709,0.795414,0.616739,0.00321764
-0.448129,0.00338154,0.80086,0.616502,0.00321764
-0.451524,0.00338083,0.80086,0.616502,0.00321764
-0.44788,0.0035432,0.791806,0.61731,0.00321764
-0.449768,0.00306217,0.799021,0.610896,0.00321764
-0.438218,0.00339463,0.792351,0.615702,0.00318063
-0.451233,0.00281507,0.792351,0.615702,0.00318063
-0.443668,0.00351589,0.790395,0.618421,0.00318063
-0.437387,0.00486942,0.790395,0.618421,0.00318063
-0.444295,0.00329912,0.791736,0.619489,0.00318063
-0.445709,0.00301489,0.791736,0.619489,0.00318063
-0.445469,0.00404833,0.806094,0.622512,0.00318063
-0.443616,0.00374699,0.81473,0.624122,0.00318063
-0.445095,0.00428978,0.821641,0.624209,0.00318063
-0.452812,0.00329299,0.821641,0.624209,0.00318063
-0.446569,0.00351272,0.821641,0.624209,0.00318063
-0.443375,0.0035824,0.826129,0.621396,0.00318063
-0.446131,0.00362334,0.826129,0.621396,0.00318063
-0.442772,0.00396657,0.836837,0.619996,0.00318063
-0.441717,0.0032899,0.836837,0.619996,0.00318063
-0.447263,0.00316467,0.83998,0.618549,0.00318063
-0.440088,0.00401327,0.825118,0.626056,0.00318063
-0.442198,0.00369141,0.831568,0.62603,0.00318063
-0.444568,0.00372746,0.830921,0.623943,0.00318063
-0.442445,0.00469677,0.830921,0.623943,0.00318063
-0.435252,0.00419082,0.813993,0.627407,0.00318063
-0.442188,0.00343137,0.818695,0.614299,0.00318063
-0.443273,0.0042416,0.818695,0.614299,0.00318063
-0.443512,0.00388173,0.814361,0.611933,0.00318063
-0.447974,0.00321908,0.811915,0.615212,0.00318063
-0.451766,0.0033265,0.811915,0.615212,0.00318063
-0.441939,0.00403468,0.825103,0.617735,0.00318063
-0.446042,0.00366343,0.825103,0.617735,0.00318063
-0.441798,0.00331956,0.824787,0.617876,0.00318063
-0.440518,0.0036218,0.817154,0.612634,0.00318063
-0.442782,0.00362404,0.820881,0.621682,0.00318063
-0.44521,0.00356162,0.820881,0.621682,0.00318063
-0.44197,0.00375541,0.836602,0.621746,0.00318063
-0.433463,0.0048288,0.835147,0.615231,0.00318063
-0.44665,0.00368446,0.830938,0.616259,0.00318063
-0.441368,0.00362578,0.832957,0.603979,0.00318063
-0.435097,0.00361816,0.836153,0.607357,0.00318063
-0.442327,0.00372015,0.832337,0.601881,0.00318063
-0.439989,0.00356821,0.832872,0.6095,0.00318063
-0.445792,0.00347036,0.828919,0.610342,0.00318063
-0.442288,0.00340413,0.828919,0.610342,0.00318063
-0.442947,0.00388952,0.828919,0.610342,0.00318063
-0.441066,0.00450079,0.828919,0.610342,0.00318063
-0.440716,0.00348945,0.828919,0.610342,0.00318063
-0.44093,0.00358706,0.828497,0.606186,0.00318063
-0.442667,0.00347274,0.820739,0.602255,0.00318063
-0.441129,0.00356732,0.820739,0.602255,0.00318063
-0.440041,0.00362821,0.820739,0.602255,0.00318063
-0.442294,0.00343822,0.829398,0.598107,0.00318063
-0.437997,0.00347014,0.829398,0.598107,0.00318063
-0.437024,0.00370826,0.818733,0.591326,0.00318063
-0.442144,0.00342272,0.818733,0.591326,0.00318063
-0.43786,0.00380738,0.831662,0.599824,0.00318063
-0.437515,0.00351782,0.831662,0.599824,0.00318063
-0.435395,0.00380509,0.842523,0.603841,0.00318063
-0.44127,0.00352956,0.828674,0.60367,0.00318063
-0.440477,0.00370822,0.828674,0.60367,0.00318063
-0.446297,0.00360954,0.832676,0.611624,0.00318063
-0.446509,0.00328732,0.826376,0.615858,0.00318063
-0.441093,0.00362017,0.812311,0.615501,0.00318063
-0.443336,0.00332284,0.812311,0.615501,0.00318063
-0.445706,0.00344,0.818805,0.622658,0.00318063
-0.443827,0.00413776,0.818805,0.622658,0.00318063
-0.445123,0.00388275,0.818805,0.622658,0.00318063
-0.443027,0.00354992,0.818702,0.621305,0.00318063
-0.44652,0.00315258,0.818702,0.621305,0.00318063
-0.439264,0.00403904,0.822892,0.629085,0.00318063
-0.439807,0.00382228,0.824369,0.640447,0.00318063
-0.445579,0.00337458,0.808923,0.623915,0.00318063
-0.439596,0.00351226,0.823572,0.618207,0.00318063
-0.445604,0.00337957,0.823572,0.618207,0.00318063
-0.440872,0.00384061,0.823572,0.618207,0.00318063
-0.443947,0.00364339,0.824698,0.61225,0.00318063
-0.440566,0.00402387,0.81799,0.605491,0.00318063
-0.446245,0.00323632,0.820531,0.59955,0.00318063
-0.442125,0.00350319,0.820531,0.59955,0.00318063
-0.439043,0.00362519,0.820531,0.59955,0.00318063
-0.442349,0.00389585,0.820531,0.59955,0.00318063
-0.435828,0.00368336,0.814994,0.588001,0.00318063
-0.439379,0.00358266,0.814994,0.588001,0.00318063
-0.441234,0.00347663,0.816493,0.586378,0.00318063
-0.446637,0.00349062,0.812024,0.59416,0.00318063
-0.438054,0.0035999,0.803892,0.58925,0.00318063
-0.441832,0.00359415,0.825219,0.595678,0.00318063
-0.437821,0.00361358,0.821532,0.596809,0.00318063
-0.437149,0.0036121,0.821532,0.596809,0.00318063
-0.441079,0.00359891,0.816741,0.605781,0.00318063
-0.442956,0.00362374,0.81393,0.602336,0.00318063
-0.443675,0.00352349,0.812775,0.603263,0.00318063
-0.445107,0.00355489,0.809432,0.598122,0.00318063
-0.440915,0.00346284,0.809432,0.598122,0.00318063
-0.442236,0.00373189,0.809432,0.598122,0.00318063
-0.443838,0.0032673,0.809432,0.598122,0.00318063
-0.444205,0.00345964,0.809432,0.598122,0.00318063
-0.446423,0.00324997,0.809432,0.598122,0.00318063
-0.442325,0.00384939,0.794789,0.60121,0.00318063
-0.443793,0.00331836,0.808118,0.59814,0.00318063
-0.450343,0.00338524,0.808118,0.59814,0.00318063
-0.441837,0.00365211,0.808118,0.59814,0.00318063
-0.441016,0.00404606,0.808118,0.59814,0.00318063
-0.444404,0.00337096,0.808118,0.59814,0.00314404
-0.439822,0.00380976,0.81495,0.594326,0.00314404
-0.435213,0.00386838,0.820138,0.591023,0.00314404
-0.438209,0.00359439,0.820138,0.591023,0.00314404
-0.432507,0.0035867,0.813875,0.586481,0.00314404
-0.441347,0.00364321,0.813875,0.586481,0.00314404
-0.445922,0.00326373,0.796987,0.602081,0.00314404
-0.44028,0.00352174,0.793335,0.607071,0.00314404
-0.444226,0.00389815,0.794729,0.614579,0.00314404
-0.444576,0.00333169,0.796791,0.61367,0.00314404
-0.440521,0.00367554,0.803146,0.617873,0.00314404
-0.438926,0.0035964,0.803146,0.617873,0.00314404
-0.442824,0.00365753,0.803146,0.617873,0.00314404
-0.443992,0.00401565,0.803146,0.617873,0.00314404
-0.450584,0.00319326,0.803146,0.617873,0.00314404
-0.443122,0.00374657,0.817121,0.619494,0.00314404
-0.448275,0.00336075,0.817121,0.619494,0.00314404
-0.441382,0.00623831,0.81754,0.617681,0.00314404
-0.445294,0.0037818,0.80584,0.622038,0.00314404
-0.441336,0.00331858,0.812694,0.615109,0.00314404
-0.440123,0.00329896,0.809973,0.61444,0.00314404
-0.450596,0.00307008,0.806706,0.612346,0.00314404
-0.445752,0.00309762,0.798206,0.60938,0.00314404
-0.444009,0.0033679,0.79928,0.608323,0.00314404
-0.449071,0.00317054,0.788187,0.615743,0.00314404
-0.441969,0.00295858,0.783095,0.614335,0.00314404
-0.446681,0.0029277,0.791855,0.62131,0.00314404
-0.445894,0.00316754,0.791855,0.62131,0.00314404
-0.439583,0.00390787,0.806856,0.617217,0.00314404
-0.443977,0.00351802,0.806317,0.627066,0.00314404
-0.443807,0.00333763,0.806317,0.627066,0.00314404
-0.439331,0.00413527,0.808249,0.634414,0.00314404
-0.448125,0.00332657,0.806381,0.638361,0.00314404
-0.445982,0.00372849,0.806381,0.638361,0.00314404
-0.438826,0.00455822,0.816023,0.638406,0.00314404
-0.444925,0.00352465,0.807254,0.631648,0.00314404
-0.446504,0.00389573,0.807254,0.631648,0.00314404
-0.446445,0.00344955,0.807254,0.631648,0.00314404
-0.445776,0.00388144,0.816368,0.634097,0.00314404
-0.447596,0.00329697,0.816368,0.634097,0.00314404
-0.440876,0.00390323,0.826212,0.625031,0.00314404
-0.43816,0.00492363,0.835967,0.618702,0.00314404
-0.439863,0.00391839,0.842767,0.632086,0.00314404
-0.4377,0.00509987,0.842767,0.632086,0.00314404
-0.441956,0.00439501,0.842324,0.63167,0.00314404
-0.430039,0.005637,0.847922,0.630524,0.00314404
-0.443709,0.00344678,0.843033,0.627146,0.00314404
-0.442225,0.00387313,0.843033,0.627146,0.00314404
-0.434185,0.00399206,0.855841,0.610989,0.00314404
-0.438367,0.00370411,0.839429,0.616717,0.00314404
-0.435864,0.00421466,0.840694,0.617523,0.00314404
-0.443412,0.00353225,0.83816,0.625134,0.00314404
-0.443006,0.00395226,0.83816,0.625134,0.00314404
-0.433377,0.00519349,0.844452,0.623173,0.00314404
-0.437971,0.00419738,0.841572,0.604035,0.00314404
-0.441099,0.00356232,0.835991,0.612113,0.00314404
-0.445057,0.00371252,0.831758,0.616231,0.00314404
-0.4451,0.00348308,0.831758,0.616231,0.00314404
-0.437651,0.00448082,0.838219,0.623144,0.00314404
-0.437239,0.00373951,0.838219,0.623144,0.00314404
-0.442451,0.0036035,0.834917,0.622546,0.00314404
-0.437991,0.00444988,0.834917,0.622546,0.00314404
-0.443204,0.00394955,0.827055,0.626562,0.00314404
-0.442651,0.00464981,0.816585,0.62644,0.00314404
-0.448316,0.00373711,0.809733,0.622469,0.00314404
-0.449181,0.00324775,0.812142,0.628056,0.00314404
-0.443051,0.00370126,0.812142,0.628056,0.00314404
-0.445971,0.00345972,0.812142,0.628056,0.00314404
-0.449897,0.0035139,0.812415,0.623382,0.00314404
-0.441808,0.00413951,0.812415,0.623382,0.00314404
-0.447352,0.00367922,0.812415,0.623382,0.00314404
-0.444251,0.00337306,0.807561,0.636438,0.00314404
-0.445649,0.00382705,0.808217,0.633657,0.00314404
-0.445266,0.00398982,0.806252,0.624082,0.00314404
-0.444664,0.00388571,0.80838,0.620824,0.00314404
-0.446984,0.0030004,0.80838,0.620824,0.00314404
-0.446369,0.00337833,0.808926,0.625944,0.00314404
-0.443763,0.00398525,0.808926,0.625944,0.00314404
-0.440388,0.00427939,0.816752,0.619304,0.00314404
-0.442827,0.00383324,0.812989,0.611541,0.00314404
-0.455573,0.00304394,0.812989,0.611541,0.00314404
-0.44554,0.00339536,0.812989,0.611541,0.00314404
-0.447634,0.00328592,0.812989,0.611541,0.00314404
-0.446414,0.00323497,0.815586,0.609601,0.00314404
-0.441381,0.00404473,0.818739,0.609722,0.00314404
-0.439696,0.00377012,0.829292,0.610799,0.00314404
-0.440192,0.00368756,0.820764,0.608903,0.00314404
-0.439167,0.00387865,0.824657,0.617777,0.00314404
-0.44221,0.00344786,0.818808,0.605158,0.00314404
-0.44473,0.00357906,0.810963,0.610243,0.00314404
-0.445917,0.00342607,0.811287,0.599969,0.00314404
-0.446043,0.00367705,0.811287,0.599969,0.00314404
-0.436712,0.00376447,0.811287,0.599969,0.00314404
-0.447698,0.003428,0.815064,0.604046,0.00314404
-0.445686,0.003677,0.808328,0.607972,0.00314404
-0.439732,0.00368103,0.808328,0.607972,0.00314404
-0.448388,0.00371776,0.808284,0.611864,0.00314404
-0.439087,0.00393776,0.808284,0.611864,0.00314404
-0.448233,0.00339993,0.812961,0.623668,0.00314404
-0.444968,0.00425458,0.812961,0.623668,0.00314404
-0.447502,0.0034125,0.812961,0.623668,0.00310787
-0.444638,0.00368367,0.820502,0.613212,0.00310787
-0.439601,0.00377223,0.820502,0.613212,0.00310787
-0.44511,0.00350757,0.820502,0.613212,0.00310787
-0.442526,0.00388083,0.819245,0.617666,0.00310787
-0.445012,0.00329724,0.818647,0.620293,0.00310787
-0.444933,0.00338172,0.805974,0.626979,0.00310787
-0.447548,0.00335541,0.799219,0.632808,0.00310787
-0.439633,0.00351998,0.797668,0.635136,0.00310787
-0.440352,0.00391311,0.797668,0.635136,0.00310787
-0.4416,0.0038042,0.797668,0.635136,0.00310787
-0.442904,0.00341103,0.800372,0.632485,0.00310787
-0.438314,0.0042811,0.79902,0.632767,0.00310787
-0.4506,0.00304166,0.802397,0.630473,0.00310787
-0.442332,0.00431901,0.810112,0.632136,0.00310787
-0.440811,0.00396568,0.814792,0.631084,0.00310787
-0.433997,0.00480689,0.813934,0.644644,0.00310787
-0.442688,0.00383435,0.80853,0.633213,0.00310787
-0.445657,0.00367111,0.811649,0.628184,0.00310787
-0.444238,0.00363734,0.811649,0.628184,0.00310787
-0.441397,0.00349601,0.811649,0.628184,0.00310787
-0.438273,0.0043058,0.814616,0.627549,0.00310787
-0.442614,0.00437592,0.807758,0.62702,0.00310787
-0.445796,0.00365159,0.802511,0.631428,0.00310787
-0.444416,0.00353357,0.802248,0.619466,0.00310787
-0.443161,0.00383017,0.802248,0.619466,0.00310787
-0.44061,0.00369854,0.800998,0.626234,0.00310787
-0.443242,0.00385202,0.800998,0.626234,0.00310787
-0.440477,0.00398655,0.789832,0.639242,0.00310787
-0.435262,0.00425371,0.78762,0.6383,0.00310787
-0.445626,0.00322741,0.78762,0.6383,0.00310787
-0.439976,0.00378211,0.774382,0.642704,0.00310787
-0.433055,0.00409385,0.756019,0.642241,0.00310787
-0.432032,0.00392424,0.768111,0.642466,0.00310787
-0.431242,0.00365697,0.758478,0.638653,0.00310787
-0.432268,0.00369651,0.758478,0.638653,0.00310787
-0.436942,0.00307349,0.758478,0.638653,0.00310787
-0.447808,0.00277622,0.764717,0.635088,0.00310787
-0.438773,0.00363258,0.758777,0.63163,0.00310787
-0.442979,0.00345147,0.760488,0.624635,0.00310787
-0.43731,0.00345503,0.766664,0.620192,0.00310787
-0.441959,0.00371181,0.766664,0.620192,0.00310787
-0.439034,0.00300217,0.766664,0.620192,0.00310787
-0.438578,0.00451289,0.775235,0.612843,0.00310787
-0.443244,0.00316862,0.775235,0.612843,0.00310787
-0.444771,0.00314107,0.768198,0.604065,0.00310787
-0.435166,0.00370901,0.773593,0.591004,0.00310787
-0.437027,0.00340221,0.781516,0.59423,0.00310787
-0.434077,0.00342822,0.779996,0.58712,0.00310787
-0.439405,0.00345209,0.787493,0.587861,0.00310787
-0.44048,0.00388525,0.787493,0.587861,0.00310787
-0.436612,0.00353816,0.787493,0.587861,0.00310787
-0.442028,0.00379466,0.79185,0.589575,0.00310787
-0.438501,0.00362495,0.796506,0.59021,0.00310787
-0.42999,0.00389516,0.788762,0.580806,0.00310787
-0.439805,0.00380219,0.795121,0.581961,0.00310787
-0.433364,0.00393348,0.795121,0.581961,0.00310787
-0.430364,0.00425308,0.795121,0.581961,0.00310787
